moai_id,ahu,location_name,longitude,latitude,total_length_cm
246,PARE,PARE,-109.42139600,-27.12356200,
247,PARE,PARE,-109.42135300,-27.12377400,
285,PARE,PARE,-109.42137800,-27.12358900,
331,PUNA RERE TAKATEA,PUNA RERE TAKATEA,-109.31097400,-27.07814400,
418,PUNA RERE TAKATEA,PUNA RERE TAKATEA,-109.31100900,-27.07812400,
520,RANO RARAKU,RANO RARAKU ,-109.29986900,-27.11696400,
614,RANO RARAKU,RANO RARAKU ,-109.29986900,-27.11696400,
638,RANO RARAKU,RANO RARAKU ,-109.29988500,-27.11686000,
639,RANO RARAKU,RANO RARAKU ,-109.29988500,-27.11686000,
641,RANO RARAKU,RANO RARAKU ,-109.29823100,-27.11472900,
642,RANO RARAKU,RANO RARAKU ,-109.29838000,-27.11469900,
643,RANO RARAKU,RANO RARAKU ,-109.29838000,-27.11469900,
644,RANO RARAKU,RANO RARAKU ,-109.29841700,-27.11477200,
674,RANO RARAKU,RANO RARAKU,-109.29398400,-27.12516500,561
675,RANO RARAKU,RANO RARAKU,-109.29217000,-27.12410300,355
